Feature;FisherScore
p3;0.2710003871039097
p1p3;0.21069580676487326
j2p3;0.19283954764304104
a4;0.18258536360465893
a4i4;0.13416258895800598
i4o4;0.11734952266302015
i4j4p1;0.06673141538221126
a4l8;0.0443482033330341
i4j2j4;0.03911465892597966
a4o4;0.03910697859433656
a4l8o4;0.033813269714359384
i4l8o4;0.02491874322860237
j2p1;0.02043626776327788
i4l8;0.016719144447561066
l8;0.014318200402403333
p1;0.0019542994588093564
j2;0.0011858787511657375
